order_id,date_id,location_id,user_id,product_ids,amount,returned
1700,11,987,58,"['B07WHSJXLF', 'B081B1JL35']",22048.0,False
1701,31,959,848,"['B0B2931FCV', 'B09C6HWG18']",2939.0,False
1702,21,1433,437,"['B00NH13Q8W', 'B07YNTJ8ZM', 'B0B61HYR92', 'B01486F4G6']",3910.0,False
1703,9,253,349,"['B01N4EV2TL', 'B0819HZPXL', 'B07BRKK9JQ', 'B0BDG6QDYD']",4092.0,False
1704,30,916,217,"['B0BMVWKZ8G', 'B07L9FW9GF', 'B09MM6P76N', 'B084DTMYWK']",2826.0,False
1705,15,663,542,"['B00S9BSJC8', 'B0941392C8', 'B0BHVPTM2C', 'B0B9BXKBC7', 'B00S2SEV7K']",10714.0,False
1706,24,1096,1065,"['B08VJFYH6N', 'B07SBGFDX9', 'B09MB3DKG1', 'B097R4D42G', 'B09TP5KBN7']",8465.0,False
1707,6,775,782,"['B0B3JSWG81', 'B0B8ZWNR5T', 'B01N4EV2TL', 'B09FHHTL8L']",1858.0,False
1708,6,344,336,"['B0B8ZWNR5T', 'B09YV463SW', 'B08RHPDNVV']",1813.0,False
1709,31,1344,968,"['B00MFPCY5C', 'B095JQVC7N']",43038.0,False
1710,31,249,1068,"['B0B2PQL5N3', 'B08B6XWQ1C', 'B08K4PSZ3V']",1277.0,False
1711,31,474,1059,"['B08PSQRW2T', 'B0BCKJJN8R']",3998.0,False
1712,31,729,927,"['B00A0VCJPI', 'B08XLR6DSB']",2190.0,False
1713,20,800,1185,"['B09WN3SRC7', 'B08TTRVWKY', 'B07F6GXNPB', 'B00KXULGJQ']",81231.0,False
1714,10,1094,982,"['B09F6VHQXB', 'B082LSVT4B', 'B09KLVMZ3B']",8365.0,False
1715,22,401,49,"['B00KIDSU8S', 'B0B4DT8MKT', 'B07DKZCZ89']",2814.0,False
1716,6,788,396,"['B09KGV7WSV', 'B00P93X6EK', 'B07FJNNZCJ']",13054.0,False
1717,21,232,403,"['B09F5Z694W', 'B098K3H92Z']",8948.0,False
1718,16,824,566,['B09C6HXFC1'],2910.0,False
1719,3,913,925,"['B0B5CGTBKV', 'B08MTCKDYN', 'B098NS6PVG']",2834.0,False
1720,19,646,5,"['B009P2LIL4', 'B09X1M3DHX', 'B08V9C4B1J', 'B08K4PSZ3V']",13265.0,False
1721,23,1393,354,"['B09GFWJDY1', 'B091JF2TFD', 'B07WKBD37W', 'B0B3XXSB1K', 'B0B84QN4CN']",50073.0,False
1722,28,638,36,['B09NHVCHS9'],177.0,False
1723,1,343,956,"['B07966M8XH', 'B09Z7YGV3R', 'B078HRR1XV']",5171.0,False
1724,27,1126,158,"['B0B8SRZ5SV', 'B0BBLHTRM9']",1148.0,False
1725,12,593,925,"['B07JH1C41D', 'B08YK7BBD2', 'B095RTJH1M', 'B06XMZV7RH']",2385.0,False
1726,3,528,493,"['B09QS9CWLV', 'B083T5G5PM', 'B01M5B0TPW', 'B07QCWY5XV', 'B098NS6PVG']",17504.0,False
1727,12,155,387,"['B095K14P86', 'B09BCNQ9R2']",738.0,False
1728,8,798,142,"['B08S7V8YTN', 'B07WDK3ZS2']",22198.0,False
1729,3,696,997,"['B07F1T31ZZ', 'B00N3XLDW0', 'B0859M539M', 'B00A7PLVU6']",3000.0,False
1730,6,108,764,"['B00LOD70SC', 'B082T6GXS5', 'B0B3RSDSZ3', 'B0B3MWYCHQ', 'B005FYNT3G']",9463.0,False
1731,21,895,214,"['B0989W6J2F', 'B0BDRVFDKP', 'B0BPJBTB3F', 'B00TDD0YM4']",5522.0,False
1732,7,389,798,"['B00URH5E34', 'B08WRBG3XW', 'B08D6RCM3Q', 'B07DZ986Q2']",8591.0,False
1733,26,1315,328,"['B09GFPVD9Y', 'B07JPX9CR7', 'B006LW0WDQ', 'B09MQSCJQ1', 'B0B8SSZ76F']",14864.0,False
1734,4,682,1030,['B09VC2D2WG'],469.0,False
1735,6,647,996,"['B003B00484', 'B09GBBJV72', 'B083RD1J99', 'B093QCY6YJ', 'B0BJ966M5K']",7425.0,False
1736,26,931,428,"['B09BVCVTBC', 'B08L879JSN', 'B01FSYQ2A4', 'B0B5GF6DQD', 'B09JS562TP']",15644.0,False
1737,6,198,431,"['B07X2L5Z8C', 'B07WGPKTS4', 'B09NVPJ3P4', 'B09T2S8X9C', 'B08JV91JTK']",40961.0,False
1738,11,977,47,"['B009LJ2BXA', 'B0BBFJ9M3X']",14648.0,False
1739,8,369,781,"['B09KPXTZXN', 'B09XB7SRQ5', 'B00LY1FN1K', 'B08KDBLMQP']",11438.0,False
1740,8,223,181,"['B09Z6WH2N1', 'B08ZHYNTM1', 'B07H1S7XW8', 'B01MF8MB65', 'B00LUGTJGO']",5276.0,False
1741,22,958,1083,"['B01GGKZ0V6', 'B0123P3PWE', 'B08BQ947H3']",1955.0,False
1742,14,421,502,['B07VJ9ZTXS'],299.0,False
1743,25,891,403,['B0BGPN4GGH'],1099.0,False
1744,25,1366,612,"['B08CF3D7QR', 'B0B8SRZ5SV', 'B09GFM8CGS']",7910.0,False
1745,3,313,792,"['B09LV13JFB', 'B08JKPVDKL', 'B09B125CFJ', 'B07T4D9FNY', 'B09X5HD5T1']",1920.0,False
1746,20,714,765,"['B07SYYVP69', 'B08MTLLSL8', 'B086Q3QMFS', 'B071R3LHFM', 'B0B2DJDCPX']",4645.0,False
1747,27,83,925,"['B0B25DJ352', 'B09CTWFV5W', 'B09MT6XSFW', 'B01GFTEV5Y', 'B01M4GGIVU']",10248.0,False
1748,4,985,658,"['B07VZYMQNZ', 'B00V9NHDI4']",3979.0,False
1749,8,849,271,"['B09XBJ1CTN', 'B07YQ5SN4H', 'B0B3N8VG24']",1036.0,False
1750,25,920,847,['B078JBK4GX'],2599.0,False
1751,5,371,1026,['B07SLNG3LW'],3859.0,False
1752,27,1087,1130,"['B099FDW2ZF', 'B09YLWT89W', 'B08SMJT55F', 'B0B3RS9DNF', 'B012MQS060']",14927.0,False
1753,15,613,245,['B09BNXQ6BR'],2799.0,False
1754,17,1173,1033,"['B01DEWVZ2C', 'B0BHYJ8CVF', 'B08CS3BT4L']",12346.0,False
1755,23,312,78,"['B09JN37WBX', 'B07YZG8PPY', 'B08PPHFXG3']",1741.0,False
1756,1,398,1146,"['B097C564GC', 'B07WNK1FFN', 'B0BPJBTB3F', 'B08T8KWNQ9']",4302.0,False
1757,27,1328,1086,"['B07MKMFKPG', 'B09H34V36W', 'B08L5FM4JC', 'B08QX1CC14']",16296.0,False
1758,23,196,747,"['B09Q5P2MT3', 'B0B3G5XZN5', 'B00W56GLOQ']",30497.0,False
1759,11,1107,828,['B07TXCY3YK'],2237.81,False
1760,1,656,752,"['B096VF5YYF', 'B0BGPN4GGH', 'B07J2BQZD6', 'B00NH11PEY', 'B07TR5HSR9']",8350.0,False
1761,6,640,605,"['B07F1T31ZZ', 'B0974H97TJ', 'B01GGKYKQM', 'B09NY6TRXG']",9704.0,False
1762,9,69,306,"['B09LRZYBH1', 'B07KKJPTWB', 'B0B1NX6JTN', 'B09YV42QHZ']",6996.0,False
1763,28,663,174,['B014I8SX4Y'],309.0,True
1764,22,258,957,"['B01FSYQ2A4', 'B08KRMK9LZ']",4823.0,False
1765,7,226,249,['B0B3CQBRB4'],28999.0,False
1766,26,192,215,"['B0B3MQXNFB', 'B09V12K8NT', 'B07DJLFMPS', 'B0B5LVS732', 'B09LQQYNZQ']",12389.89,False
1767,11,269,766,['B0B244R4KB'],999.0,False
1768,18,264,1149,"['B08MZNT7GP', 'B09BL2KHQW', 'B08QW937WV']",14178.0,False
1769,31,776,866,"['B07MKMFKPG', 'B077T3BG5L', 'B0B2RBP83P', 'B097R25DP7']",47773.0,False
1770,10,1068,519,"['B0798PJPCL', 'B0B3D39RKV']",35888.0,False
1771,31,465,1180,['B08RZ5K9YH'],999.0,False
1772,3,482,381,"['B0819ZZK5K', 'B08S74GTBT', 'B09NNHFSSF']",3907.0,False
1773,5,380,254,"['B00KRCBA6E', 'B0BN6M3TCM', 'B08YDFX7Y1', 'B0BF54972T', 'B07T4D9FNY']",5760.0,False
1774,24,1367,1031,"['B09ZQK9X8G', 'B08C7TYHPB', 'B083342NKJ']",7707.0,False
1775,22,799,26,"['B09ZHCJDP1', 'B07MKMFKPG', 'B08Y1SJVV5', 'B07WJV6P1R', 'B0B4T6MR8N']",23284.0,False
1776,27,692,894,['B083P71WKK'],799.0,False
1777,11,1106,562,"['B098TV3L96', 'B07WJV6P1R', 'B09XB7DPW1', 'B08TDJ5BVF', 'B07NC12T2R']",26685.0,False
1778,3,196,921,['B09VPH38JS'],697.0,False
1779,26,1269,1069,"['B00HVXS7WC', 'B07LG59NPV']",2898.0,False
1780,11,76,398,"['B00F159RIK', 'B08YD264ZS', 'B07DXRGWDJ', 'B0B23LW7NV', 'B08XMG618K']",7002.0,False
1781,2,1215,369,"['B0162K34H2', 'B09MY4W73Q', 'B01D5H90L4', 'B07WKB69RS']",3710.0,False
1782,16,892,422,['B07WDK3ZS6'],15499.0,False
1783,3,412,100,"['B07JF9B592', 'B09VZBGL1N', 'B08PZ6HZLT']",9576.0,False
1784,23,1142,1125,['B07YNHCW6N'],549.0,False
1785,31,899,305,['B095RTJH1M'],999.0,False
1786,19,267,324,"['B0B935YNR7', 'B0BBN4DZBD', 'B00KIDSU8S', 'B08QW937WV']",11295.0,False
1787,3,1444,21,"['B0BFBNXS94', 'B00MFPCY5C', 'B08WRWPM22']",1237.8899999999999,False
1788,16,1065,309,"['B09W9V2PXG', 'B08HF4W2CT']",2358.0,False
1789,22,1387,546,"['B00AXHBBXU', 'B0949SBKMP', 'B0B3CQBRB4', 'B0BN2576GQ', 'B00KIDSU8S']",35587.0,False
1790,16,56,178,"['B09WN3SRC7', 'B09LQH3SD9', 'B08MTCKDYN', 'B08L5HMJVW', 'B09MT84WV5']",81804.0,False
1791,16,887,109,['B083T5G5PM'],1490.0,False
1792,20,211,347,"['B08S6RKT4L', 'B09BVCVTBC', 'B09NVPJ3P4', 'B09F6KL23R']",8661.0,False
1793,13,929,185,"['B09M3F4HGB', 'B09BF8JBWX', 'B09NNHFSSF', 'B09RX1FK54', 'B00NW4UWN6']",13991.0,False
1794,23,203,1021,['B09Y5MP7C4'],1299.0,False
1795,28,633,337,"['B0B3RS9DNF', 'B00A328ENA', 'B08Y55LPBF', 'B09RWZRCP1']",38772.0,False
1796,19,382,326,"['B00E3DVQFS', 'B082LZGK39', 'B08QHLXWV3']",8127.0,False
1797,4,1087,146,['B09YDFDVNS'],1324.0,False
1798,30,872,1066,['B0949SBKMP'],3598.0,False
1799,13,451,567,"['B07P1BR7L8', 'B01KK0HU3Y', 'B079S811J3']",11488.0,False
1800,29,1218,857,"['B00K57MR22', 'B082T6GXS5', 'B09CTWFV5W']",14318.0,False
1801,25,617,649,"['B00Y4ORQ46', 'B07924P3C5', 'B0B8VQ7KDS']",2343.0,False
1802,24,125,9,['B08CF3B7N1'],462.0,False
1803,29,264,32,"['B0B296NTFV', 'B00GE55L22']",598.0,False
1804,9,800,500,['B07GVR9TG7'],2499.0,False
1805,18,531,1131,"['B09W5XR9RT', 'B00LUGTJGO', 'B016XVRKZM', 'B07JPX9CR7']",8177.0,False
1806,18,134,429,['B08PSQRW2T'],399.0,False
1807,15,1455,989,"['B07NRTCDS5', 'B08Y5QJTVK', 'B00HVXS7WC', 'B09YV3K34W']",5513.0,False
1808,3,117,392,"['B09TP5KBN7', 'B08QHLXWV3', 'B07GQD4K6L', 'B08RZ12GKR', 'B09ZQK9X8G']",13639.0,False
1809,26,1267,175,"['B07GQD4K6L', 'B07JH1CBGW']",1028.0,False
1810,7,859,51,"['B01GGKYKQM', 'B085DTN6R2', 'B099SD8PRP']",2286.0,False
1811,3,364,54,"['B09SB6SJB4', 'B0BR4F878Q', 'B0BPCJM7TB', 'B08CTNJ985', 'B08JD36C6H']",2501.0,False
1812,23,250,40,"['B0746N6WML', 'B09BNXQ6BR', 'B09T37CKQ5', 'B01M4GGIVU', 'B07H3N8RJH']",7576.0,False
1813,22,1243,1173,"['B07RCGTZ4M', 'B0BNV7JM5Y', 'B09SDDQQKP', 'B0BD92GDQH']",16033.0,False
1814,30,182,363,['B08XMG618K'],225.0,False
1815,23,606,25,['B08Y1SJVV5'],198.0,False
1816,11,1444,444,"['B00P93X6EK', 'B08Y5QJTVK', 'B085LPT5F4']",1922.0,False
1817,3,657,1075,"['B09SB6SJB4', 'B08GJ57MKL']",14529.0,False
1818,4,463,679,"['B084DTMYWK', 'B0B2CWRDB1', 'B09BNXQ6BR']",9127.0,False
1819,10,1200,257,"['B07WJXCTG9', 'B07YQ5SN4H', 'B06Y36JKC3', 'B09163Q5CD', 'B09474JWN6']",3333.0,False
1820,12,946,972,"['B078JT7LTD', 'B08Y1TFSP6', 'B08DDRGWTJ', 'B07XLCFSSN', 'B07S851WX5']",11250.0,False
1821,20,354,435,"['B07T4D9FNY', 'B0856HY85J', 'B08HDJ86NZ']",3450.0,False
1822,4,392,45,"['B06XSK3XL6', 'B08235JZFB', 'B0B2CPVXHX', 'B088GXTJM3', 'B01MQ2A86A']",3794.0,False
1823,6,334,265,"['B09PLFJ7ZW', 'B07X2L5Z8C', 'B0BDRVFDKP']",4627.0,False
1824,10,680,48,['B09MT84WV5'],2208.0,False
1825,2,1041,1109,"['B09SDDQQKP', 'B07VVXJ2P5', 'B097R4D42G']",6894.0,False
1826,18,317,53,"['B0B3RRWSF6', 'B0BMXMLSMM', 'B08LHTJTBB', 'B07GLS2563', 'B0B3DV7S9B']",6401.0,False
1827,12,890,740,"['B0BBN3WF7V', 'B083RC4WFJ', 'B087JWLZ2K']",31318.0,False
1828,27,1249,342,"['B0BMGB2TPR', 'B09NVPSCQT']",12697.0,False
1829,31,1427,279,['B07Q4QV1DL'],269.0,False
1830,12,939,503,"['B07CD2BN46', 'B00LZLPYHW', 'B08MVXPTDG']",3156.0,False
1831,21,552,38,"['B0BBLHTRM9', 'B0B1MDZV9C']",2485.0,False
1832,3,1171,38,['B07DC4RZPY'],709.0,False
1833,22,90,822,"['B0B7L86YCB', 'B013B2WGT6', 'B09NL7LBWT', 'B09C6HWG18']",4299.0,False
1834,31,35,263,"['B0B4F5L738', 'B08Y1SJVV5', 'B015ZXUDD0', 'B07JPJJZ2H', 'B07Z1YVP72']",15524.0,False
1835,8,272,980,"['B008FWZGSG', 'B08WRWPM22', 'B09C6HXFC1', 'B097MKZHNV', 'B0116MIKKC']",7685.89,False
1836,4,87,30,"['B07GLNJC25', 'B09GFN8WZL', 'B0B1YVCJ2Y', 'B0BJYSCWFQ']",13106.0,False
1837,19,978,604,['B08J7VCT12'],6999.0,False
1838,28,1418,854,"['B002SZEOLG', 'B008QTK47Q', 'B085194JFL', 'B01M6453MB']",5201.0,False
1839,8,1457,713,['B08WRWPM22'],529.89,False
1840,5,676,925,"['B09RWZRCP1', 'B08TV2P1N8', 'B07YC8JHMB', 'B0873L7J6X', 'B094JB13XL']",14394.0,False
1841,29,1103,996,"['B00R1P3B4O', 'B08VFF6JQ8', 'B0B7DHSKS7', 'B08RDWBYCQ']",6116.0,False
1842,6,256,527,['B07JH1C41D'],649.0,False
1843,12,861,142,"['B08HDCWDXD', 'B00B7GKXMG', 'B01CS4A5V4']",4577.0,False
1844,24,1274,901,"['B07S9S86BF', 'B07B5XJ572', 'B0B4F2XCK3']",15054.0,False
1845,2,1162,780,"['B0B16KD737', 'B09NNZ1GF7', 'B09X79PP8F']",9123.0,False
1846,3,1291,78,['B01MQZ7J8K'],749.0,False
1847,2,857,1109,"['B00LHZW3XY', 'B0B6F98KJJ']",22124.0,False
1848,10,1397,322,"['B01F262EUU', 'B005FYNT3G', 'B09TMZ1MF8', 'B07CVR2L5K', 'B083GQGT3Z']",5002.0,False
1849,10,991,637,"['B078W65FJ7', 'B0841KQR1Z', 'B00JBNZPFM', 'B00H0B29DI', 'B0BDS8MY8J']",9745.0,False
1850,17,361,10,"['B08FTFXNNB', 'B0BDYVC5TD']",1458.0,False
1851,16,567,62,"['B0BNDGL26T', 'B08MXJYB2V']",2948.0,False
1852,1,607,1002,"['B097R45BH8', 'B0116MIKKC', 'B00JBNZPFM', 'B09TBCVJS3']",17795.0,False
1853,31,1043,518,"['B09X5HD5T1', 'B094YFFSMY', 'B003L62T7W', 'B09WF4Q7B3', 'B09LHXNZLR']",3304.0,False
1854,15,764,841,['B07LFWP97N'],269.0,False
1855,8,1431,328,"['B09KPXTZXN', 'B09RFC46VP']",27948.0,True
1856,17,1345,1086,"['B09YV42QHZ', 'B09W5XR9RT']",4409.0,False
1857,5,737,258,"['B07VNFP3C2', 'B0B2DD8BQ8', 'B0BL3R4RGS', 'B0BNV7JM5Y', 'B09GFLXVH9']",12975.0,False
1858,17,230,563,"['B09B9SPC7F', 'B07LFQLKFZ', 'B01N90RZ4M']",1149.0,False
1859,2,1014,754,"['B08XXF5V6G', 'B09YHLPQYT', 'B09R83SFYV', 'B00K32PEW4', 'B09MZ6WZ6V']",32763.0,False
1860,15,933,1147,"['B09MY4W73Q', 'B08P9RYPLR', 'B07T5DKR5D']",752.0,False
1861,8,1031,458,"['B07Z1YVP72', 'B07ZJND9B9', 'B09F6S8BT6']",28528.0,False
1862,7,311,275,"['B074CWD7MS', 'B09RQRZW2X', 'B09RX1FK54', 'B087JWLZ2K']",26946.0,False
1863,19,1368,431,"['B09MKP344P', 'B084N133Y7', 'B09LHXNZLR']",10197.0,False
1864,7,519,79,"['B07989VV5K', 'B0B5LVS732']",4896.0,False
1865,31,1187,27,"['B0B4F1YC3J', 'B002PD61Y4']",15013.0,True
1866,3,447,905,"['B09TWHTBKQ', 'B07QHHCB27']",19998.0,False
1867,26,219,314,"['B01HGCLUH6', 'B09N3ZNHTY', 'B07VVXJ2P5', 'B08MVSGXMY']",4242.0,False
1868,27,587,0,"['B07LG96SDB', 'B002PD61Y4', 'B0B1F6GQPS', 'B07P681N66', 'B08VB57558']",42736.0,False
1869,2,67,595,['B008IFXQFU'],499.0,False
1870,9,861,256,"['B08Y1TFSP6', 'B086WMSCN3']",1646.0,False
1871,11,503,490,['B081NHWT6Z'],299.0,False
1872,30,1186,283,"['B09RWZRCP1', 'B07YR26BJ3', 'B094JB13XL']",4496.0,False
1873,7,464,507,"['B0981XSZJ7', 'B08FD2VSD9', 'B08QW937WV']",26737.0,False
1874,21,885,71,"['B09J2QCKKM', 'B0BLV1GNLN', 'B09T3KB6JZ']",26979.0,False
1875,9,1275,283,"['B09F6S8BT6', 'B0BDRVFDKP', 'B09RKFBCV7', 'B082T6V3DT']",32514.0,False
1876,11,402,269,"['B08R69VDHT', 'B075K76YW1', 'B09V2Q4QVQ']",2623.0,False
1877,23,568,11,"['B08VRMK55F', 'B08JW1GVS7', 'B0BF57RN3K']",4377.0,False
1878,13,434,255,['B07WHS7MZ1'],29990.0,False
1879,29,387,1172,"['B01D5H8LDM', 'B08LPJZSSW', 'B0B5F3YZY4', 'B0BDZWMGZ1', 'B07F6GXNPB']",2789.0,False
1880,7,205,539,"['B00KIE28X0', 'B09SGGRKV8', 'B0989W6J2F']",2104.0,False
1881,19,652,1010,"['B0BF4YBLPX', 'B08JMC1988', 'B09127FZCK']",3097.0,False
1882,17,1307,1053,"['B08HQL67D6', 'B08MZNT7GP', 'B008P7IF02', 'B01MQZ7J8K']",18646.0,False
1883,16,201,646,"['B0BMGB2TPR', 'B0856HY85J', 'B072NCN9M4']",20184.0,False
1884,1,1081,282,"['B01DF26V7A', 'B0B3MWYCHQ']",6597.0,False
1885,1,285,618,['B07KR5P3YD'],448.0,False
1886,3,418,1002,"['B09RKFBCV7', 'B01M5967SY', 'B09T39K9YL']",22377.0,False
1887,27,758,140,"['B07NPBG1B4', 'B00C3GBCIS', 'B07XJWTYM2']",3910.84,False
1888,16,268,839,['B08J7VCT12'],6999.0,False
1889,28,1237,479,"['B09MTLG4TP', 'B09Z7YGV3R', 'B0BNXFDTZ2']",3721.0,False
1890,5,784,39,"['B0832W3B7Q', 'B09GFPVD9Y', 'B08D11DZ2W']",11797.0,False
1891,14,686,970,"['B08TV2P1N8', 'B08MZQBFLN']",2248.0,False
1892,7,739,96,['B08Y1TFSP6'],447.0,False
1893,14,1089,120,['B07N42JB4S'],799.0,False
1894,18,1440,762,"['B07TTSS5MP', 'B07966M8XH', 'B08CF3B7N1', 'B08MCD9JFY', 'B00K57MR22']",10779.0,False
1895,3,1096,283,"['B002PD61Y4', 'B09MFR93KS', 'B08PSQRW2T', 'B0B2DJDCPX']",4872.67,False
1896,2,542,793,['B0B5KZ3C53'],1599.0,False
1897,6,482,333,"['B08MZNT7GP', 'B0BDYVC5TD', 'B086199CWG', 'B01EJ5MM5M', 'B08RZ5K9YH']",21304.0,False
1898,25,1402,891,['B08HF4W2CT'],1599.0,False
1899,1,743,471,"['B01NBX5RSB', 'B097R25DP7', 'B09XB1R2F3', 'B0949SBKMP']",7745.0,False
1900,19,240,787,"['B0B53DS4TF', 'B08MXJYB2V', 'B099SD8PRP', 'B0B3N7LR6K']",16021.0,False
1901,22,603,89,"['B00935MD1C', 'B08YDFX7Y1', 'B08SKZ2RMG', 'B09WRMNJ9G']",38492.0,False
1902,7,1374,727,['B0B16KD737'],8499.0,False
1903,8,157,20,['B09ZPL5VYM'],199.0,False
1904,2,1018,321,['B07S9S86BF'],599.0,False
1905,31,946,267,"['B003L62T7W', 'B083342NKJ', 'B07GQD4K6L', 'B07S9M8YTY']",2422.0,False
1906,11,486,19,"['B08CHZ3ZQ7', 'B08K9PX15C', 'B089BDBDGM', 'B097XJQZ8H', 'B0BNV7JM5Y']",7130.0,False
1907,12,1444,1118,['B08Y5KXR6Z'],99.0,False
1908,30,1183,43,"['B09CMP1SC8', 'B09FZ89DK6', 'B077Z65HSD']",7493.0,False
1909,12,1197,242,"['B0941392C8', 'B00V4BGDKU', 'B09TBCVJS3', 'B07WHSJXLF']",28225.0,False
1910,21,500,227,"['B09ZPJT8B2', 'B0B9BD2YL4', 'B0BNV7JM5Y', 'B08FTFXNNB']",20686.0,False
1911,5,1398,0,['B08HF4W2CT'],1599.0,False
1912,22,544,1027,"['B0814ZY6FP', 'B0BJ966M5K']",5898.0,False
1913,9,1282,257,"['B005LJQMCK', 'B07H5PBN54', 'B008FWZGSG', 'B0BGSV43WY']",7112.0,False
1914,27,1194,1005,"['B086Q3QMFS', 'B0B8SRZ5SV']",1069.0,False
1915,7,469,962,"['B0B7FJNSZR', 'B0B2PQL5N3', 'B08K9PX15C', 'B0873L7J6X']",7973.0,False
1916,20,1376,139,"['B09PTT8DZF', 'B0994GP1CX', 'B09T39K9YL', 'B082LZGK39']",20929.44,False
1917,27,247,221,['B098NS6PVG'],597.0,False
1918,12,504,796,"['B09NC2TY11', 'B07H8W9PB6']",2674.0,False
1919,23,706,446,['B08JW1GVS7'],2179.0,False
1920,13,1230,417,"['B092R48XXB', 'B01HGCLUH6', 'B0B1YZX72F']",48147.0,False
1921,22,1423,115,"['B08HLZ28QC', 'B00O2R38C4', 'B09MDCZJXS', 'B08XXVXP3J']",3646.0,False
1922,28,1077,65,"['B08VFF6JQ8', 'B08CKW1KH9']",1423.0,False
1923,17,993,843,['B09XB7SRQ5'],8999.0,False
1924,30,1109,1035,['B094DQWV9B'],149.0,False
1925,8,298,255,"['B08XMG618K', 'B00SMJPA9C', 'B07JPX9CR7', 'B08G43CCLC', 'B0B3G5XZN5']",4310.0,False
1926,23,1013,793,"['B09WRMNJ9G', 'B00GGGOYEK', 'B00O24PUO6', 'B087JWLZ2K', 'B08CYNJ5KY']",62049.0,False
1927,13,473,399,"['B08PKBMJKS', 'B0B4F3QNDM', 'B0B9XN9S3W', 'B08YXJJW8H']",22442.0,False
1928,17,992,290,"['B08CTQP51L', 'B07ZR4S1G4']",618.0,False
1929,1,1070,365,"['B0B5ZF3NRK', 'B08WJ86PV2']",997.0,False
1930,23,1208,1053,['B0718ZN31Q'],598.0,False
1931,21,1047,763,['B07JH1CBGW'],649.0,False
1932,25,179,405,"['B07JF9B592', 'B07LG59NPV', 'B09BN2NPBD']",3076.0,False
1933,25,809,833,"['B09C6HXFC1', 'B0B3RRWSF6', 'B009P2LK80', 'B08G8H8DPL', 'B01DF26V7A']",12163.0,False
1934,21,48,451,"['B09Q8HMKZX', 'B08LKS3LSP', 'B0B2DZ5S6R']",1620.0,False
1935,18,815,555,"['B0926V9CTV', 'B09FPP3R1D']",1713.0,False
1936,10,1000,594,"['B0756K5DYZ', 'B002SZEOLG', 'B0BBLHTRM9', 'B08QSDKFGQ']",4536.0,False
1937,16,1343,677,"['B00H47GVGY', 'B0B4F5L738']",15198.0,False
1938,31,687,254,"['B09GYBZPHF', 'B07LG59NPV']",2048.0,False
1939,30,967,843,"['B0994GP1CX', 'B09DSXK8JX']",10614.0,False
1940,9,1311,822,"['B075DB1F13', 'B09H3BXWTK', 'B08S74GTBT', 'B0162LYSFS', 'B08TZD7FQN']",3996.0,False
1941,15,1354,342,['B00GGGOYEK'],259.0,False
1942,13,967,136,"['B08CF3D7QR', 'B08HD7JQHX']",661.0,False
1943,19,957,209,['B0873L7J6X'],1499.0,False
1944,31,244,786,"['B09F9YQQ7B', 'B0BF4YBLPX', 'B0B4F52B5X', 'B07WDK3ZS2', 'B0B466C3G4']",70785.0,False
1945,28,164,726,"['B097ZQTDVZ', 'B08RZ12GKR']",614.0,False
1946,29,662,734,['B082ZQ4479'],3710.0,False
1947,29,1160,216,"['B08VFF6JQ8', 'B07Z3K96FR']",1618.0,False
1948,24,1013,603,"['B00C3GBCIS', 'B0BF563HB4', 'B07WGMMQGP', 'B0B4HJNPV4']",18945.0,False
1949,14,770,391,"['B08FY4FG5X', 'B09DSXK8JX', 'B08XXF5V6G', 'B0B65P827P']",41275.31,False
1950,26,866,695,"['B09F6S8BT6', 'B09MM6P76N', 'B07TCN5VR9', 'B097JVLW3L', 'B08RP2L2NL']",30704.0,False
1951,12,101,485,['B07PLHTTB4'],100.0,False
1952,5,444,420,"['B0BBLHTRM9', 'B09F6D21BY', 'B08RP2L2NL', 'B06XFTHCNY']",1775.0,False
1953,30,517,1139,"['B08W56G1K9', 'B07DC4RZPY', 'B00MUTWLW4']",3403.0,False
1954,3,1103,38,['B0B7DHSKS7'],3799.0,False
1955,25,460,318,['B07B88KQZ8'],1999.0,False
1956,1,285,789,"['B09LQH3SD9', 'B0762HXMTF', 'B083RD1J99', 'B08CT62BM1', 'B08CDKQ8T6']",3733.0,False
1957,8,1297,429,['B07LFQLKFZ'],420.0,False
1958,21,944,1104,['B00LUGTJGO'],1399.0,False
1959,7,762,36,"['B083T5G5PM', 'B08XMSKKMM', 'B00LM4X0KU']",2389.0,False
1960,23,1213,914,"['B07Q7561HD', 'B08H673XKN', 'B008FWZGSG', 'B09BW2GP18']",4725.0,False
1961,8,225,854,['B09MQ9PDHR'],979.0,False
1962,23,952,665,"['B013B2WGT6', 'B0B8ZM9RVV']",1518.0,False
1963,23,44,255,"['B074CWD7MS', 'B0B21C4BMX']",1777.0,False
1964,17,437,679,['B0763K5HLQ'],1099.0,False
1965,5,1289,563,"['B07WJWRNVK', 'B0B5B6PQCT', 'B096VF5YYF', 'B0B8SRZ5SV']",27244.0,False
1966,8,655,693,"['B00R1P3B4O', 'B09PNKXSKF', 'B085DTN6R2', 'B09RKFBCV7', 'B00LHZW3XY']",5722.0,False
1967,9,373,1190,"['B08WKCTFF3', 'B0BM4KTNL1', 'B08N1WL9XW']",1780.0,False
1968,18,662,925,"['B09RKFBCV7', 'B0BNV7JM5Y']",4998.0,False
1969,28,49,957,['B084N133Y7'],1499.0,False
1970,23,83,154,['B00MFPCY5C'],39.0,False
1971,4,1298,957,"['B08QHLXWV3', 'B09C6HWG18', 'B0BC8BQ432']",63780.0,False
